列车,起始站,到起始站时间,发车时间,到达站,出到达站时间,到达时间
G2290,松江站,22:19:30,22:19:33,花桥,22:19:46,22:19:43
G2291,上海南,22:19:57,22:20:00,花桥,22:20:13,22:20:10
G2292,上海南,22:20:37,22:20:40,松江站,22:20:50,22:20:50
G2292,松江站,22:20:50,22:20:53,花桥,22:21:06,22:21:03
G2293,上海南,22:21:17,22:21:20,花桥,22:21:33,22:21:30
G2294,上海南,22:21:57,22:22:00,松江站,22:22:10,22:22:10
G2294,松江站,22:22:10,22:22:13,花桥,22:22:26,22:22:23
G2295,上海南,22:22:37,22:22:40,花桥,22:22:53,22:22:50
G2296,上海南,22:23:17,22:23:20,松江站,22:23:30,22:23:30
G2296,松江站,22:23:30,22:23:33,花桥,22:23:46,22:23:43
G2297,上海南,22:23:57,22:24:00,花桥,22:24:13,22:24:10
G2298,上海南,22:24:37,22:24:40,松江站,22:24:50,22:24:50
G2298,松江站,22:24:50,22:24:53,花桥,22:25:06,22:25:03
G2299,上海南,22:25:17,22:25:20,花桥,22:25:33,22:25:30
G2300,上海南,22:25:57,22:26:00,松江站,22:26:10,22:26:10
G2300,松江站,22:26:10,22:26:13,花桥,22:26:26,22:26:23
G2301,上海南,22:26:37,22:26:40,花桥,22:26:53,22:26:50
G2302,上海南,22:27:17,22:27:20,松江站,22:27:30,22:27:30
G2302,松江站,22:27:30,22:27:33,花桥,22:27:46,22:27:43
G2303,上海南,22:27:57,22:28:00,花桥,22:28:13,22:28:10
G2304,上海南,22:28:37,22:28:40,松江站,22:28:50,22:28:50
G2304,松江站,22:28:50,22:28:53,花桥,22:29:06,22:29:03
G2305,上海南,22:29:17,22:29:20,花桥,22:29:33,22:29:30
G2306,上海南,22:29:57,22:30:00,松江站,22:30:10,22:30:10
G2306,松江站,22:30:10,22:30:13,花桥,22:30:26,22:30:23
G2307,上海南,22:30:37,22:30:40,花桥,22:30:53,22:30:50
G2308,上海南,22:31:17,22:31:20,松江站,22:31:30,22:31:30
G2308,松江站,22:31:30,22:31:33,花桥,22:31:46,22:31:43
G2309,上海南,22:31:57,22:32:00,花桥,22:32:13,22:32:10
G2310,上海南,22:32:37,22:32:40,松江站,22:32:50,22:32:50
G2310,松江站,22:32:50,22:32:53,花桥,22:33:06,22:33:03
G2311,上海南,22:33:17,22:33:20,花桥,22:33:33,22:33:30
G2312,上海南,22:33:57,22:34:00,松江站,22:34:10,22:34:10
G2312,松江站,22:34:10,22:34:13,花桥,22:34:26,22:34:23
G2313,上海南,22:34:37,22:34:40,花桥,22:34:53,22:34:50
G2314,上海南,22:35:17,22:35:20,松江站,22:35:30,22:35:30
G2314,松江站,22:35:30,22:35:33,花桥,22:35:46,22:35:43
G2315,上海南,22:35:57,22:36:00,花桥,22:36:13,22:36:10
G2316,上海南,22:36:37,22:36:40,松江站,22:36:50,22:36:50
G2316,松江站,22:36:50,22:36:53,花桥,22:37:06,22:37:03
G2317,上海南,22:37:17,22:37:20,花桥,22:37:33,22:37:30
G2318,上海南,22:37:57,22:38:00,松江站,22:38:10,22:38:10
G2318,松江站,22:38:10,22:38:13,花桥,22:38:26,22:38:23
G2319,上海南,22:38:37,22:38:40,花桥,22:38:53,22:38:50
G2320,上海南,22:39:17,22:39:20,松江站,22:39:30,22:39:30
G2320,松江站,22:39:30,22:39:33,花桥,22:39:46,22:39:43
G2321,上海南,22:39:57,22:40:00,花桥,22:40:13,22:40:10
G2322,上海南,22:40:37,22:40:40,松江站,22:40:50,22:40:50
G2322,松江站,22:40:50,22:40:53,花桥,22:41:06,22:41:03
G2323,上海南,22:41:17,22:41:20,花桥,22:41:33,22:41:30
G2324,上海南,22:41:57,22:42:00,松江站,22:42:10,22:42:10
G2324,松江站,22:42:10,22:42:13,花桥,22:42:26,22:42:23
G2325,上海南,22:42:37,22:42:40,花桥,22:42:53,22:42:50
G2326,上海南,22:43:17,22:43:20,松江站,22:43:30,22:43:30
G2326,松江站,22:43:30,22:43:33,花桥,22:43:46,22:43:43
G2327,上海南,22:43:57,22:44:00,花桥,22:44:13,22:44:10
G2328,上海南,22:44:37,22:44:40,松江站,22:44:50,22:44:50
G2328,松江站,22:44:50,22:44:53,花桥,22:45:06,22:45:03
G2329,上海南,22:45:17,22:45:20,花桥,22:45:33,22:45:30
G2330,上海南,22:45:57,22:46:00,松江站,22:46:10,22:46:10
G2330,松江站,22:46:10,22:46:13,花桥,22:46:26,22:46:23
G2331,上海南,22:46:37,22:46:40,花桥,22:46:53,22:46:50
G2332,上海南,22:47:17,22:47:20,松江站,22:47:30,22:47:30
G2332,松江站,22:47:30,22:47:33,花桥,22:47:46,22:47:43
G2333,上海南,22:47:57,22:48:00,花桥,22:48:13,22:48:10
G2334,上海南,22:48:37,22:48:40,松江站,22:48:50,22:48:50
G2334,松江站,22:48:50,22:48:53,花桥,22:49:06,22:49:03
G2335,上海南,22:49:17,22:49:20,花桥,22:49:33,22:49:30
G2336,上海南,22:49:57,22:50:00,松江站,22:50:10,22:50:10
G2336,松江站,22:50:10,22:50:13,花桥,22:50:26,22:50:23
G2337,上海南,22:50:37,22:50:40,花桥,22:50:53,22:50:50
G2338,上海南,22:51:17,22:51:20,松江站,22:51:30,22:51:30
G2338,松江站,22:51:30,22:51:33,花桥,22:51:46,22:51:43
G2339,上海南,22:51:57,22:52:00,花桥,22:52:13,22:52:10
G2340,上海南,22:52:37,22:52:40,松江站,22:52:50,22:52:50
G2340,松江站,22:52:50,22:52:53,花桥,22:53:06,22:53:03
G2341,上海南,22:53:17,22:53:20,花桥,22:53:33,22:53:30
G2342,上海南,22:53:57,22:54:00,松江站,22:54:10,22:54:10
G2342,松江站,22:54:10,22:54:13,花桥,22:54:26,22:54:23
G2343,上海南,22:54:37,22:54:40,花桥,22:54:53,22:54:50
G2344,上海南,22:55:17,22:55:20,松江站,22:55:30,22:55:30
G2344,松江站,22:55:30,22:55:33,花桥,22:55:46,22:55:43
G2345,上海南,22:55:57,22:56:00,花桥,22:56:13,22:56:10
G2346,上海南,22:56:37,22:56:40,松江站,22:56:50,22:56:50
G2346,松江站,22:56:50,22:56:53,花桥,22:57:06,22:57:03
G2347,上海南,22:57:17,22:57:20,花桥,22:57:33,22:57:30
G2348,上海南,22:57:57,22:58:00,松江站,22:58:10,22:58:10
G2348,松江站,22:58:10,22:58:13,花桥,22:58:26,22:58:23
G2349,上海南,22:58:37,22:58:40,花桥,22:58:53,22:58:50
G2350,上海南,22:59:17,22:59:20,松江站,22:59:30,22:59:30
G2350,松江站,22:59:30,22:59:33,花桥,22:59:46,22:59:43
G2351,上海南,22:59:57,23:00:00,花桥,23:00:13,23:00:10
G2352,上海南,23:00:37,23:00:40,松江站,23:00:50,23:00:50
G2352,松江站,23:00:50,23:00:53,花桥,23:01:06,23:01:03
G2353,上海南,23:01:17,23:01:20,花桥,23:01:33,23:01:30
G2354,上海南,23:01:57,23:02:00,松江站,23:02:10,23:02:10
G2354,松江站,23:02:10,23:02:13,花桥,23:02:26,23:02:23
G2355,上海南,23:02:37,23:02:40,花桥,23:02:53,23:02:50
G2356,上海南,23:03:17,23:03:20,松江站,23:03:30,23:03:30
G2356,松江站,23:03:30,23:03:33,花桥,23:03:46,23:03:43
G2357,上海南,23:03:57,23:04:00,花桥,23:04:13,23:04:10
G2358,上海南,23:04:37,23:04:40,松江站,23:04:50,23:04:50
G2358,松江站,23:04:50,23:04:53,花桥,23:05:06,23:05:03
G2359,上海南,23:05:17,23:05:20,花桥,23:05:33,23:05:30
G2360,上海南,23:05:57,23:06:00,松江站,23:06:10,23:06:10
G2360,松江站,23:06:10,23:06:13,花桥,23:06:26,23:06:23
G2361,上海南,23:06:37,23:06:40,花桥,23:06:53,23:06:50
G2362,上海南,23:07:17,23:07:20,松江站,23:07:30,23:07:30
G2362,松江站,23:07:30,23:07:33,花桥,23:07:46,23:07:43
G2363,上海南,23:07:57,23:08:00,花桥,23:08:13,23:08:10
G2364,上海南,23:08:37,23:08:40,松江站,23:08:50,23:08:50
G2364,松江站,23:08:50,23:08:53,花桥,23:09:06,23:09:03
G2365,上海南,23:09:17,23:09:20,花桥,23:09:33,23:09:30
G2366,上海南,23:09:57,23:10:00,松江站,23:10:10,23:10:10
G2366,松江站,23:10:10,23:10:13,花桥,23:10:26,23:10:23
G2367,上海南,23:10:37,23:10:40,花桥,23:10:53,23:10:50
G2368,上海南,23:11:17,23:11:20,松江站,23:11:30,23:11:30
G2368,松江站,23:11:30,23:11:33,花桥,23:11:46,23:11:43
G2369,上海南,23:11:57,23:12:00,花桥,23:12:13,23:12:10
G2370,上海南,23:12:37,23:12:40,松江站,23:12:50,23:12:50
G2370,松江站,23:12:50,23:12:53,花桥,23:13:06,23:13:03
G2371,上海南,23:13:17,23:13:20,花桥,23:13:33,23:13:30
G2372,上海南,23:13:57,23:14:00,松江站,23:14:10,23:14:10
G2372,松江站,23:14:10,23:14:13,花桥,23:14:26,23:14:23
G2373,上海南,23:14:37,23:14:40,花桥,23:14:53,23:14:50
G2374,上海南,23:15:17,23:15:20,松江站,23:15:30,23:15:30
G2374,松江站,23:15:30,23:15:33,花桥,23:15:46,23:15:43
G2375,上海南,23:15:57,23:16:00,花桥,23:16:13,23:16:10
G2376,上海南,23:16:37,23:16:40,松江站,23:16:50,23:16:50
G2376,松江站,23:16:50,23:16:53,花桥,23:17:06,23:17:03
G2377,上海南,23:17:17,23:17:20,花桥,23:17:33,23:17:30
G2378,上海南,23:17:57,23:18:00,松江站,23:18:10,23:18:10
G2378,松江站,23:18:10,23:18:13,花桥,23:18:26,23:18:23
G2379,上海南,23:18:37,23:18:40,花桥,23:18:53,23:18:50
G2380,上海南,23:19:17,23:19:20,松江站,23:19:30,23:19:30
G2380,松江站,23:19:30,23:19:33,花桥,23:19:46,23:19:43
G2381,上海南,23:19:57,23:20:00,花桥,23:20:13,23:20:10
G2382,上海南,23:20:37,23:20:40,松江站,23:20:50,23:20:50
G2382,松江站,23:20:50,23:20:53,花桥,23:21:06,23:21:03
G2383,上海南,23:21:17,23:21:20,花桥,23:21:33,23:21:30
G2384,上海南,23:21:57,23:22:00,松江站,23:22:10,23:22:10
G2384,松江站,23:22:10,23:22:13,花桥,23:22:26,23:22:23
G2385,上海南,23:22:37,23:22:40,花桥,23:22:53,23:22:50
G2386,上海南,23:23:17,23:23:20,松江站,23:23:30,23:23:30
G2386,松江站,23:23:30,23:23:33,花桥,23:23:46,23:23:43
G2387,上海南,23:23:57,23:24:00,花桥,23:24:13,23:24:10
G2388,上海南,23:24:37,23:24:40,松江站,23:24:50,23:24:50
G2388,松江站,23:24:50,23:24:53,花桥,23:25:06,23:25:03
G2389,上海南,23:25:17,23:25:20,花桥,23:25:33,23:25:30
G2390,上海南,23:25:57,23:26:00,松江站,23:26:10,23:26:10
G2390,松江站,23:26:10,23:26:13,花桥,23:26:26,23:26:23
G2391,上海南,23:26:37,23:26:40,花桥,23:26:53,23:26:50
G2392,上海南,23:27:17,23:27:20,松江站,23:27:30,23:27:30
G2392,松江站,23:27:30,23:27:33,花桥,23:27:46,23:27:43
G2393,上海南,23:27:57,23:28:00,花桥,23:28:13,23:28:10
G2394,上海南,23:28:37,23:28:40,松江站,23:28:50,23:28:50
G2394,松江站,23:28:50,23:28:53,花桥,23:29:06,23:29:03
G2395,上海南,23:29:17,23:29:20,花桥,23:29:33,23:29:30
G2396,上海南,23:29:57,23:30:00,松江站,23:30:10,23:30:10
G2396,松江站,23:30:10,23:30:13,花桥,23:30:26,23:30:23
